id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm
2469678;Cozy Apartment Diagonal-Sagrada Familia;8164313;Jordi;Eixample;la Dreta de l'Eixample;4139894;2172;Entire home/apt;114;2;836;22/8/2024 19:00;660;4;86;93
1938831;LetsGoBarcelona Diagonal Ave. Apartment 6 pax;3972936;Willem;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4139687;215468;Entire home/apt;240;2;86;20/7/2024 19:00;68;17;292;4
1940776;Barcelona center Close to the beach;10037079;Judith;Sant Martí;la Vila Olímpica del Poblenou;4139194;219235;Private room;90;31;131;6/10/2022 19:00;102;2;154;0
1947779;The Sagrada Familia very close;10072858;Anna Dory;Horta-Guinardó;el Baix Guinardó;4141011;21689;Private room;21;31;101;1/10/2023 19:00;79;1;295;1
1951405;Penthouse in the heart of Gràcia! HUTB-009190;2688205;Mònica;Gràcia;la Vila de Gràcia;4139985;215531;Entire home/apt;179;3;325;28/8/2024 19:00;250;12;260;37
1957157;Sibs Bcn- Balmes- Romantic CityCentre Beautiful;10116421;Juanjo;Eixample;l'Antiga Esquerra de l'Eixample;413896;216191;Entire home/apt;183;1;330;28/8/2024 19:00;285;6;66;28
1958839;Tetuan Oasis - Homecelona Apts';2748428;Sha;Eixample;el Fort Pienc;4139288;21792;Entire home/apt;296;4;142;10/8/2024 19:00;221;7;258;48
1966739;Blue Jeans by Days in Barcelona;2366949;Jordi;Les Corts;les Corts;4138621;213687;Entire home/apt;234;1;210;17/8/2024 19:00;162;8;321;32
1968717;BARCELONA | BRIGHT STUDIO IN CENTER |PG DE GRACIA¦;299462;Stay U-Nique;Gràcia;la Vila de Gràcia;4139879;215634;Entire home/apt;175;3;282;4/9/2024 19:00;216;155;322;36
1978060;PRECIOSO PISO EN FIRA  PZA. ESPAÑA;10209492;Maria Pilar;Sants-Montjuïc;Hostafrancs;4137372;214211;Entire home/apt;174;2;144;1/8/2024 19:00;111;1;177;20
1986164;PENTHOUSE TERRACE FREE wifi  HUTB005565;8964574;Lourdes;Sants-Montjuïc;Hostafrancs;4137581;214344;Entire home/apt;145;3;9;15/6/2024 19:00;10;1;68;4
1986412;Soul Barcelona 2 rooms apartment;10091776;Oscar Y Susana;Sants-Montjuïc;el Poble Sec;4137355;216559;Entire home/apt;142;2;576;22/8/2024 19:00;443;1;209;72
1987048;Center apartment with SUPER king size bed;2810950;Julia;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4,13895E+15;2,17673E+16;Entire home/apt;210;2;440;22/8/2024 19:00;351;2;72;57
1996319;Great apartment close CAMP NOU;2688205;Mònica;Les Corts;les Corts;4138381;213226;Entire home/apt;216;3;201;25/8/2024 19:00;170;12;315;25
2005972;Apartment Sants Les Corts;8232918;Nestor;Sants-Montjuïc;Sants;4138163;213679;Entire home/apt;123;3;171;25/8/2024 19:00;133;1;224;51
2019710;pg Large 3 bedr. flat 10 people close Parc Güell;1447144;Acomodis Apartments;Gràcia;el Coll;4141948;215069;Entire home/apt;619;2;6;25/5/2024 19:00;5;233;363;3
2020743;FASHION AND SPACIOUS APARTMENT;10386910;Mª Pilar;Gràcia;la Salut;4141271;214943;Entire home/apt;130;3;285;30/8/2024 19:00;219;1;296;33
2029507;Centro histórico, Catedral/Ramblas.  4 pax/2 baños;5543127;Vicky & Agus;Ciutat Vella;el Barri Gòtic;4138249;217553;Entire home/apt;170;2;433;22/8/2024 19:00;332;14;246;58
2031134;Sagrada Familia-auditorium. FREE WI-FI.;9100900;Miguel;Eixample;el Fort Pienc;4140001;218416;Entire home/apt;116;2;386;31/8/2024 19:00;301;1;287;50
2036662;Exclusive terrasse, central BCN;4039955;Fabrice;Eixample;l'Antiga Esquerra de l'Eixample;4138352;21589;Entire home/apt;273;2;484;26/8/2024 19:00;400;6;275;63
2045063;Explore City Center from an Elegant Urban Retreat;10485472;Drew And Tamar;Eixample;l'Antiga Esquerra de l'Eixample;41387375;21627591;Entire home/apt;259;3;313;24/8/2024 19:00;247;2;168;45
2052300;Seaviews,city views 1 bedroom for 3 (3pax) S2;10380563;Tendency Apartments;Sant Martí;Provençals del Poblenou;4140845;220488;Entire home/apt;59;1;132;19/8/2024 19:00;102;40;94;40
2054024;2 BD + 2 BTH WIFI VIRREINA GRACIA;1744516;Silvia & Luís;Gràcia;la Vila de Gràcia;4140562;215765;Entire home/apt;201;4;49;21/6/2024 19:00;39;39;25;17
2054538;Park Güell Apartment 2. Brand new;5057234;Pablo;Gràcia;la Salut;4141033;215547;Entire home/apt;105;4;370;30/8/2024 19:00;285;3;126;59
2058080;Exquisite Large Unique Home in Gràcia with Lush Patios;893805;Phil And Fiona;Gràcia;la Vila de Gràcia;4140307;215497;Entire home/apt;346;2;530;29/8/2024 19:00;415;13;309;62
2059446;Boutique Apt in the Center I;4212095;Elio / Wilken;Eixample;Sant Antoni;4137657;216149;Entire home/apt;138;1;127;25/7/2024 19:00;114;33;57;3
2065950;Flat in the center of Barcelona;8130969;Mar;Eixample;l'Antiga Esquerra de l'Eixample;4138962;215582;Entire home/apt;296;4;245;18/8/2024 19:00;191;5;321;36
2068875;Ndlr 2-4 · Authentic flat in Poble Sec - Paralelo;3399123;Eberhard&Aurélie@Es-Flats;Sants-Montjuïc;el Poble Sec;413724;216707;Entire home/apt;108;1;275;2/9/2024 19:00;212;11;94;38
2069105;Classbedroom Barcelona Beach  1;6099660;ClassBedroom;Ciutat Vella;la Barceloneta;4137796;219016;Entire home/apt;198;1;139;14/7/2024 19:00;107;26;328;20
2070094;Boutique Apt in the Center II;4212095;Elio / Wilken;Eixample;Sant Antoni;4137618;216367;Entire home/apt;184;1;136;21/6/2024 19:00;108;33;53;4
2073044;Boutique Apt in the Center III;4212095;Elio / Wilken;Eixample;Sant Antoni;4137654;216337;Entire home/apt;184;1;242;5/8/2024 19:00;190;33;48;15
2077178;Tropical Terrace & Beach;10615008;Olga;Sant Martí;el Poblenou;4140012;220501;Entire home/apt;214;3;187;24/8/2024 19:00;145;1;180;34
2077957;BEAUTIFUL APT. NEXT TO P. DE GRACIA;9938297;Alicia, Ignacio & Carlos;Eixample;l'Antiga Esquerra de l'Eixample;41393211;2153144;Entire home/apt;276;3;123;2/9/2024 19:00;97;2;328;31
2078332;Wonderful apartment for 5 people in Gracia;10619790;Laia I Aleu;Gràcia;la Vila de Gràcia;4140548;21619;Entire home/apt;154;3;465;2/9/2024 19:00;359;1;79;75
2082868;Eixample apartment -SAGRADA FAMILIA*;10639570;Daria;Eixample;la Sagrada Família;4140456;217413;Entire home/apt;175;2;563;17/8/2024 19:00;433;1;117;75
2087178;Fully equipped suite with lovely patio!;10655439;Clara;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;4140191;213365;Entire home/apt;124;6;183;15/8/2024 19:00;145;2;311;28
2091953;Central+chic+Sunny gallery & 2 balconies;2757645;Anna-Ralph;Eixample;Sant Antoni;4,13774E+15;2,15277E+15;Entire home/apt;271;3;232;24/8/2024 19:00;179;6;256;41
2096374;Sagrada Familia, flat with amazing terrace.;10693680;Ramón;Eixample;la Sagrada Família;4140708;217452;Entire home/apt;131;3;28;12/7/2024 19:00;22;38;209;6
2097376;CAMP NOU. WIFI&TERRACE  H;4269183;Alba;Les Corts;la Maternitat i Sant Ramon;4137787;21234;Entire home/apt;114;6;372;18/8/2024 19:00;291;5;111;42
2099757;Apartment in Passeig de Gracia (5pax) B2;10380563;Tendency Apartments;Eixample;la Dreta de l'Eixample;4139281;216564;Entire home/apt;93;1;115;29/8/2024 19:00;121;40;98;18
2111196;Sunny Apartment Sagrada Familia 1;3815137;Jose Antonio;Eixample;la Dreta de l'Eixample;4139727;217486;Entire home/apt;188;5;247;27/8/2024 19:00;220;4;115;48
2114892;Roós, design loft near the sea.;1820272;Rosa;Sant Martí;el Poblenou;4140388;220103;Entire home/apt;193;2;131;26/8/2024 19:00;104;5;225;70
2120231;Poblesec, cozy room with one double bed;10582310;Mirabela;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;413868;217683;Private room;66;3;1;1/9/2024 19:00;1;2;5;1
2122261;Fantastic and Best City Center Location;893805;Phil And Fiona;Eixample;la Dreta de l'Eixample;4139047;216981;Entire home/apt;190;2;561;27/8/2024 19:00;432;13;312;80
2131287;Cool&Centric Apartment;5756325;Jacques;Sants-Montjuïc;el Poble Sec;4137404;21671;Entire home/apt;186;3;716;1/9/2024 19:00;551;1;245;62
2131496;Beautiful apartment in the center;6166581;Koni;Eixample;la Dreta de l'Eixample;4139017;217343;Entire home/apt;160;3;607;11/8/2024 19:00;475;4;147;57
2148858;Sunny Apartment Sagrada Familia 3;3815137;Jose Antonio;Eixample;la Dreta de l'Eixample;4139721;217491;Entire home/apt;220;2;229;27/8/2024 19:00;191;4;117;37
2152440;Living in the heart of Gràcia !!;1141201;Ricard;Gràcia;la Vila de Gràcia;4139927;215991;Entire home/apt;165;3;467;3/9/2024 19:00;361;5;130;50
2479915;Maravilloso Apt pequeño en el corazón de Barcelona;12686518;Stefanie Y Joan;Ciutat Vella;el Raval;4137788;216647;Entire home/apt;105;30;13;26/2/2023 19:00;34;4;73;0
2490660;APPARTMENT IN SAGRADA FAMILIA;12748953;Carlos;Horta-Guinardó;el Baix Guinardó;4140903;21711;Entire home/apt;120;3;214;24/8/2024 19:00;170;1;307;25
2491989;Cozy apartment with a terrace.;12754807;Susana;Eixample;Sant Antoni;4137653;216178;Entire home/apt;150;2;454;4/9/2024 19:00;359;1;171;70
2492876;Apartment 3 rooms 300 meters from Sagrada Familia;9822728;Lodging Team;Eixample;la Sagrada Família;414015;217693;Entire home/apt;216;3;89;7/7/2024 19:00;71;17;237;10
2493382;The Best point to Enjoy Barcelona;3080717;Leonor;Eixample;el Fort Pienc;413934;218086;Private room;52;3;46;13/8/2024 19:00;37;3;225;12
2494484;LOFT-STYLE BEACH FLAT;12766815;Marco Charles;Sant Martí;el Poblenou;4139764;220157;Entire home/apt;106;3;440;5/9/2024 19:00;349;1;186;61
2498424;3 bedroom apartment 300 meters from SagradaFamilia;9822728;Lodging Team;Eixample;la Sagrada Família;4140135;217685;Entire home/apt;243;3;127;28/8/2024 19:00;103;17;228;32
2505126;Piso modernista en Arc de Triumf;3659150;Ignasi;Eixample;el Fort Pienc;413956;218112;Entire home/apt;181;4;223;27/8/2024 19:00;177;1;36;36
2506445;White Deco 3Br Apt with Balcony;4212095;Elio / Wilken;Les Corts;les Corts;4138491;213275;Entire home/apt;184;1;71;13/10/2023 19:00;56;33;60;1
2507802;FEEL THE LOCAL ATMOSPHERE AT THE VERY CENTER;12836634;Mar;Eixample;Sant Antoni;4137731;216142;Entire home/apt;140;3;137;25/8/2024 19:00;110;1;272;18
2509265;Sunny room in Eixample, Barcelona;3800200;Leonardo;Eixample;la Nova Esquerra de l'Eixample;413809;215051;Private room;45;31;350;9/6/2023 19:00;277;3;0;0
2510966;Sunny apartment SAGRADA FAMILIA - Free WIFI;12854836;Julia;Sant Martí;el Camp de l'Arpa del Clot;41411171;2176621;Entire home/apt;110;1;549;14/8/2024 19:00;434;2;169;79
2512546;Nuevo  mejor zona! Passeig d Gracia-Eixample;3038266;Ingrid;Eixample;la Dreta de l'Eixample;4139284;216576;Entire home/apt;208;2;433;27/8/2024 19:00;343;3;201;56
2519401;Large Room Eixample, Barcelona.;3800200;Leonardo;Eixample;la Nova Esquerra de l'Eixample;413809;215051;Private room;42;31;263;6/6/2023 19:00;206;3;0;0
2528991;Newly renovated sunny BCN apartment;12950451;Juan;Horta-Guinardó;el Guinardó;4141603;217882;Entire home/apt;140;3;403;29/7/2024 19:00;336;1;179;48
2536121;Beach Loft Terrace BCN;12390424;Anna;Sant Martí;el Poblenou;4139707;220039;Entire home/apt;180;3;198;25/8/2024 19:00;156;1;293;18
2536314;NEW!! CENTER.CLEAN.COMFORT. WIFI.;8843962;Eduard;Eixample;la Dreta de l'Eixample;4139043;217522;Entire home/apt;202;3;747;2/9/2024 19:00;589;5;345;78
2538360;Cozy 2 bedroom apartment in Sants;794424;Josep;Sants-Montjuïc;Sants;4,13754E+16;2,13209E+16;Entire home/apt;190;5;226;16/8/2024 19:00;180;1;165;26
2542510;LaMimosa by Pg Gràcia 3BR/2 baths;1435464;Jaume;Eixample;la Dreta de l'Eixample;4139488;216681;Entire home/apt;260;1;139;5/8/2024 19:00;111;14;291;31
2552286;Sunny Apartment & Terrace in front metro station;13066925;Dolors;Sant Martí;el Camp de l'Arpa del Clot;4141458;218651;Entire home/apt;214;3;71;21/7/2024 19:00;56;2;331;7
2555964;Beautiful, bright, spacious and centric Loft.;13087527;Alex & Marc;Gràcia;la Vila de Gràcia;4139617;215747;Entire home/apt;185;3;373;17/8/2024 19:00;295;1;279;54
2557934;QUIET&CENTRAL APT. IN POBLE SEC;13095613;Silvia&Gabri;Sants-Montjuïc;el Poble Sec;4137217;216382;Entire home/apt;128;5;375;20/8/2024 19:00;297;1;122;38
2563231;Cozy flat in the heart of Gracia;7289721;Lara;Gràcia;la Vila de Gràcia;4140098;2154;Entire home/apt;126;7;234;16/8/2024 19:00;186;1;226;28
2568864;COZY DOUBLE ROOM IN BARCELONA CENTRE!!!;4260395;Fabrizzio'S Petit Barcelona;Eixample;la Dreta de l'Eixample;4139346;217117;Private room;77;6;86;18/8/2024 19:00;116;2;20;20
2576955;Charming, central, new. Best value;5226055;Heleen & Rodrigo;Sants-Montjuïc;el Poble Sec;4137106;216746;Entire home/apt;119;3;576;30/8/2024 19:00;453;2;256;75
2577644;Next to metro, central location, cosy.;13200212;Ludovic;Sants-Montjuïc;Sants;4,13753E+16;2,13784E+16;Entire home/apt;127;4;261;25/8/2024 19:00;207;1;40;29
2585698;Gran Via De luxe suite 5*;2366949;Jordi;Eixample;la Dreta de l'Eixample;4139465;217373;Entire home/apt;229;2;327;1/8/2024 19:00;260;8;313;38
2469747;Duplex with terrace in Raval;5582678;Pat;Ciutat Vella;el Raval;4137954;2166;Entire home/apt;125;2;359;3/9/2024 19:00;353;1;93;69
2804502;Apartment Barcelona-Sants;2688205;Mònica;Sants-Montjuïc;Sants;4137378;213667;Entire home/apt;183;3;249;2/9/2024 19:00;198;12;308;35
2807247;VIVIENDA AJARDINADA EN BCN-HUTB005942;8210620;Beatriz;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;4140277;213268;Entire home/apt;279;3;38;26/7/2024 19:00;34;3;262;7
2809378;Barcelona Beach DownTown;14369643;Peter;Ciutat Vella;la Barceloneta;4137642;219006;Entire home/apt;44;31;39;30/7/2024 19:00;32;1;169;3
2814997;Apartamento Trendy/Wifi 600mp/Terraza Privada 4PP;5543127;Vicky & Agus;Gràcia;la Vila de Gràcia;4139921;216158;Entire home/apt;146;2;310;9/8/2024 19:00;247;14;346;31
2822232;The Miró Penthouse by Glasir Homes;7215439;Marta;Les Corts;les Corts;4138257;21351;Entire home/apt;157;1;86;9/8/2024 19:00;69;15;143;31
2824043;habitación  para uso individual cerca Park Güell;1348378;Lidia;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;4141251;21375;Private room;31;31;41;20/6/2024 19:00;34;2;277;5
2828143;Barceloneta Beach & Sight Apartment;14468329;Loni;Ciutat Vella;la Barceloneta;4137918;219092;Entire home/apt;140;3;428;29/8/2024 19:00;345;1;171;49
2830712;Stylish flat in Rambla Catalunya;14162823;Eike;Eixample;la Dreta de l'Eixample;4139419;216156;Entire home/apt;252;1;489;25/8/2024 19:00;391;6;312;48
2843976;Napoles · Modernist flat close to Sagrada Familia;3399123;Eberhard&Aurélie@Es-Flats;Eixample;la Dreta de l'Eixample;413986;217471;Entire home/apt;177;1;222;21/8/2024 19:00;176;11;107;11
2860194;Amazing apartment WIFI in center;6166581;Koni;Eixample;la Dreta de l'Eixample;41389439;2174063;Entire home/apt;160;3;612;21/8/2024 19:00;489;4;151;51
2877579;Loft Sagrada Familia Barcelona;13577064;Mireia;Horta-Guinardó;el Baix Guinardó;414113;217365;Entire home/apt;307;1;96;2/9/2024 19:00;77;1;166;3
2884805;Apartment Plaza España, next to Montjuic;12428557;M. Carmen;Sants-Montjuïc;la Font de la Guatlla;4137172;214623;Entire home/apt;225;3;214;8/6/2024 19:00;185;1;98;3
2885126;Near Ramblas A/C Wi-Fi;14743830;Joan;Ciutat Vella;el Raval;4137984;216521;Entire home/apt;155;5;228;25/8/2024 19:00;200;2;221;38
2896610;Vintage Concept Flat in Chic Neighbourhood;1254851;Romina;Eixample;la Dreta de l'Eixample;4139805;216447;Entire home/apt;263;1;585;24/8/2024 19:00;465;4;138;66
2910491;City Center Tranquility;3457901;Sergi;Sants-Montjuïc;el Poble Sec;4137395;216703;Entire home/apt;118;1;403;5/9/2024 19:00;326;1;208;90
2911237;Claris Apartments La Pedrera;14872457;Silmar;Eixample;la Dreta de l'Eixample;4139704;216257;Entire home/apt;290;1;2;6/11/2022 19:00;2;2;101;0
2926905;Apartment Aribau city center;14945317;Eugeni;Eixample;l'Antiga Esquerra de l'Eixample;4139146;215542;Entire home/apt;364;3;266;26/8/2024 19:00;282;2;310;71
2930798;Barceloneta Beach 3 Apartment;4110458;Oriol;Ciutat Vella;la Barceloneta;4138243;218925;Entire home/apt;50;31;46;23/8/2024 19:00;37;3;250;6
2932168;Habitación con vistas y luminosa;2647278;M.Francisca;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4139963;214019;Private room;21;31;6;28/1/2024 19:00;16;2;151;1
2934212;Minimalist Loft in Barcelona -WiFi;14979846;General Estate;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;4,14035E+15;2,13591E+16;Entire home/apt;118;1;59;22/8/2024 19:00;48;3;349;10
2948832;alquiler habitaciones Forum;15052431;Pilar;Sant Martí;el Besòs i el Maresme;4141584;221785;Private room;40;30;2;27/6/2024 19:00;12;6;365;1
2951974;Fantastic penthouse with terrace!;3403659;Montserrat;Eixample;la Sagrada Família;4140225;217057;Entire home/apt;171;3;317;26/8/2024 19:00;257;7;300;54
2952788;Disfruta de un apartamento con estilo con lo mejor de Barcelona a tus pies;15035807;Joikim 98 SL;Eixample;la Dreta de l'Eixample;4139639;216565;Entire home/apt;540;5;164;20/8/2024 19:00;147;1;303;23
2975838;Modern apartment in downtown area 2;1432835;Angel;Eixample;l'Antiga Esquerra de l'Eixample;4138948;21581;Entire home/apt;204;3;282;9/8/2024 19:00;226;45;77;37
2978330;Fancy apartment Gala Placidia;2366949;Jordi;Gràcia;la Vila de Gràcia;4139929;21546;Entire home/apt;233;1;236;20/8/2024 19:00;189;8;326;38
2981721;Barcelona city center apartment 2br;15205607;Barbara;Eixample;l'Antiga Esquerra de l'Eixample;4139345;21522;Entire home/apt;210;1;305;28/8/2024 19:00;243;2;46;55
2984409;ALQUILER   HABITACIONES  rob;15052431;Pilar;Sant Martí;Provençals del Poblenou;4140589;219415;Private room;38;15;19;24/7/2024 19:00;17;6;364;2
2984892;ALQUILER HABITACIONES EN FAMILIA;15052431;Pilar;Eixample;la Dreta de l'Eixample;4139487;215801;Private room;35;31;1;19/5/2023 19:00;6;6;341;0
2987539;3 BEDROOMS WIFI CENTRIC APTM;15233770;Mercè;Eixample;l'Antiga Esquerra de l'Eixample;4139129;215531;Entire home/apt;284;4;279;25/8/2024 19:00;226;1;20;36
2991893;Sunny penthouse with Parking;6092480;Alex, Javi & Pilar;Eixample;Sant Antoni;4137573;21643;Entire home/apt;189;3;563;16/8/2024 19:00;456;2;273;48
2992138;Casa Inma : 3 bed, elevator, AC, central heating !;15256420;Inma;Sants-Montjuïc;el Poble Sec;4137485;216265;Entire home/apt;210;5;290;19/8/2024 19:00;231;1;284;31
2996993;Large two bedroom apartment;6544866;Juan;Eixample;la Dreta de l'Eixample;4139196;217373;Entire home/apt;382;1;52;2/8/2024 19:00;42;12;212;5
3000013;Bright, reformed and centric duplex;15189095;Mila;Gràcia;la Vila de Gràcia;4139729;21557;Entire home/apt;135;3;180;17/8/2024 19:00;144;1;167;27
3000464;Barcelona center apartment (2 Adults + 2 Children);71615;Mireia  Maria;Eixample;l'Antiga Esquerra de l'Eixample;4138532;216231;Entire home/apt;162;30;188;3/9/2024 19:00;150;28;69;39
3000888;Bright flat in Poblenou Terrace, pool and beach;9667715;Romina;Sant Martí;el Poblenou;4140408;219663;Entire home/apt;233;3;156;2/8/2024 19:00;124;9;73;9
3007161;Delve into Barcelona from Artsy Duplex;4897883;Simona;Sants-Montjuïc;el Poble Sec;4137258;216656;Entire home/apt;248;4;236;17/8/2024 19:00;190;7;105;34
3007327;Large with terrace and amazing views of the sea!;656048;Vanessa;Horta-Guinardó;el Guinardó;4141797;216983;Entire home/apt;263;4;190;18/8/2024 19:00;154;1;345;26
3008815;Flat cool in POBLENOU,metro and beach Mar Bella!!;3685432;Ani;Sant Martí;el Poblenou;4140377;220364;Entire home/apt;127;1;186;27/8/2024 19:00;149;1;150;20
3011495;Near Clot, Fórum & Sagrada Familia;15079522;88delaRambla;Sant Martí;Sant Martí de Provençals;4141775;220076;Entire home/apt;151;4;62;1/8/2024 19:00;61;3;124;9
3016050;Bonito piso alto en el centro de Barcelona.;5650710;Alicia;Eixample;l'Antiga Esquerra de l'Eixample;4139479;215408;Entire home/apt;293;1;20;22/8/2024 19:00;16;1;156;16
3019185;Wonderful penthouse in Barcelona!;13441962;David;Gràcia;el Camp d'en Grassot i Gràcia Nova;4140844;216544;Entire home/apt;132;2;108;23/6/2024 19:00;87;1;22;12
3025649;Double bedroom with own bathroom.;2525519;Imma;Gràcia;la Vila de Gràcia;4140631;215459;Private room;49;32;33;31/8/2024 19:00;26;4;343;2
3027670;muntaner modernista 125 mt2;12115133;Carlos;Eixample;l'Antiga Esquerra de l'Eixample;4139205;215006;Entire home/apt;160;3;207;1/9/2024 19:00;174;1;316;55
3030563;BEACH APARTMENT;15250353;Montse;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;4140061;220938;Entire home/apt;289;4;276;19/8/2024 19:00;221;1;96;26
3036626;Apartment Ripoll RED;9478280;Simona & Pia;Ciutat Vella;el Barri Gòtic;413865;217445;Entire home/apt;338;1;33;18/5/2023 19:00;31;29;48;0
2588674;Barcelona Center 45 sqm, very quiet;13254487;Günter;Sants-Montjuïc;el Poble Sec;4137483;216652;Entire home/apt;124;6;116;3/9/2024 19:00;92;1;11;17
2599849;Nice Apartment - Fira de Barcelona;6890187;Susana;Sants-Montjuïc;la Bordeta;4137116;213925;Entire home/apt;157;5;58;24/9/2023 19:00;47;2;17;1
2600907;Eixample Center Next To Passeig Gracia;13319329;¨Yvonne¨;Eixample;l'Antiga Esquerra de l'Eixample;4139206;215639;Entire home/apt;172;1;364;22/8/2024 19:00;289;1;329;19
2609446;nice flat next ramblas montuic;3487870;Denis;Sants-Montjuïc;el Poble Sec;4137185;216524;Entire home/apt;146;1;150;6/7/2024 19:00;120;2;293;22
2614577;Moderno Apartamento en el centro de Barcelona;13388864;Andre;Ciutat Vella;el Raval;4138277;216729;Entire home/apt;65;31;9;20/7/2024 19:00;73;1;157;8
2623120;Barcelona centro, Les Corts;9534151;Pla Pastrana;Les Corts;les Corts;41382889;2129418;Entire home/apt;70;20;69;24/8/2024 19:00;58;9;319;13
2624310;Serviced Boutique Apartment with Private Balcony;4064440;En Ville;Eixample;Sant Antoni;413809;216267;Entire home/apt;338;1;360;14/8/2024 19:00;286;15;285;49
2626169;charming 41 Renovated March 2021;3039107;Manuel;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4139545;214369;Entire home/apt;118;3;121;17/8/2024 19:00;96;38;275;17
2626530;PENTHOUSE DUPLEX, PRIVATE TERRACE! DAILY CLEANING!;4064440;En Ville;Eixample;Sant Antoni;4138076;216171;Entire home/apt;255;1;303;22/8/2024 19:00;272;15;273;44
2634227;Piso acogedor en barrio de Sant Andreu;13485777;Francesc;Sant Andreu;Sant Andreu;4,14408E+15;2,18815E+15;Entire home/apt;130;3;366;3/9/2024 19:00;290;1;272;49
2643611;Modern, sunny, family beach & tapas;5201227;Jose & Patricia;Sant Martí;el Poblenou;414055;219796;Entire home/apt;210;3;324;31/8/2024 19:00;322;5;317;39
2650947;Stunning apartment in Park Guell;5107063;Sergio;Horta-Guinardó;Can Baró;4141399;216018;Entire home/apt;145;4;241;2/9/2024 19:00;191;13;224;22
2664990;Piscina y a un paso de la playa!!!;2041901;Dani;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;4140352;221065;Entire home/apt;170;3;152;6/8/2024 19:00;121;2;11;19
2669219;"L. HUTB008464 Apartment ""Evangelina""";9920172;Natalia;Eixample;l'Antiga Esquerra de l'Eixample;4139371;215008;Entire home/apt;156;5;374;11/8/2024 19:00;300;1;7;27
2670047;Poble Sec Architects Home Full AC private Terrace;510942439;Victoria;Sants-Montjuïc;el Poble Sec;4137439;216014;Entire home/apt;252;2;462;6/8/2024 19:00;365;18;361;29
2685897;Pelayo attic Deluxe H2-BCN54;2151490;Juan;Ciutat Vella;el Raval;4138532;216562;Entire home/apt;319;2;79;17/7/2024 19:00;63;6;11;22
2689106;Lovely house in Barcelona;13765138;Cristina;Sant Martí;el Camp de l'Arpa del Clot;4141202;217711;Entire home/apt;174;3;43;11/8/2024 19:00;54;1;6;16
2698602;yök Casa A, eco-minded and local vibes!;13810481;Yök;Eixample;la Dreta de l'Eixample;4139002;217712;Entire home/apt;326;1;197;29/8/2024 19:00;160;3;83;42
2704481;A very nice place to stay!;13842214;Rolf;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4138861;217907;Private room;60;31;19;2/7/2022 19:00;17;1;363;0
2722884;Apartamento funcional con A/A (D);5843487;Rosario/Diana;Sarrià-Sant Gervasi;les Tres Torres;4139363;213202;Entire home/apt;128;1;115;16/8/2024 19:00;99;15;154;20
2725917;Acogedor Apartmento en Casanova-Eixample;1771095;Hans;Eixample;l'Antiga Esquerra de l'Eixample;413885;215608;Entire home/apt;250;4;318;28/8/2024 19:00;252;2;212;37
2726925;Entire apartment;13953449;Dedicacion;Eixample;l'Antiga Esquerra de l'Eixample;4139439;215487;Entire home/apt;105;32;1;10/8/2024 19:00;1;3;227;1
2727935;Recently renovated flat in PobleSec;10188615;Evelyn;Sants-Montjuïc;el Poble Sec;413739;217074;Entire home/apt;224;4;112;10/6/2024 19:00;91;1;334;9
2729680;Enjoy & Vive Barcelona;7394624;Ana;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4139454;214912;Entire home/apt;169;4;241;1/9/2024 19:00;191;1;330;37
2736626;PASEO DE GRACIA EXCLUSIVE APARTMENT.HUTB-005999;14002195;Agustín;Eixample;la Dreta de l'Eixample;4139234;216423;Entire home/apt;408;2;30;9/8/2023 19:00;24;9;134;0
2741544;yök Casa C, your own little Hotel;13810481;Yök;Eixample;la Dreta de l'Eixample;4139012;217728;Entire home/apt;591;1;161;12/8/2024 19:00;131;3;97;13
2741837;Bonita habitación en Vila de Gracia, Barcelona;3896709;Alejandro;Gràcia;la Vila de Gràcia;41399;215734;Private room;70;2;17;1/4/2024 19:00;14;1;84;3
2742376;yök Casa B, luxury local eco design;13810481;Yök;Eixample;la Dreta de l'Eixample;4139002;217712;Entire home/apt;317;1;165;1/9/2024 19:00;134;3;70;29
2743539;Acollidor apartament a prop de la platja;14036379;Sònia;Sant Martí;el Poblenou;4140094;220511;Entire home/apt;120;1;227;28/8/2024 19:00;188;1;174;54
2743922;PAU CLARIS TERRACE APARTMENT. HUTB-005995;14002195;Agustín;Eixample;la Dreta de l'Eixample;4139095;216931;Entire home/apt;601;2;62;6/7/2024 19:00;49;9;220;12
