id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm
2744359;CASPE TERRACE APARTMENT - HUTB-005994;14002195;Agustín;Eixample;la Dreta de l'Eixample;4139098;217058;Entire home/apt;472;2;62;12/8/2024 19:00;49;9;178;15
2744849;PASEO DE GRACIA TERRACE. HUTB-005996;14002195;Agustín;Eixample;la Dreta de l'Eixample;4139256;216457;Entire home/apt;586;2;59;12/8/2024 19:00;48;9;197;17
2753314;Sunny house surround of nature, Parking,Parc Guell;14066470;Lolo;Horta-Guinardó;el Carmel;4142237;216207;Entire home/apt;52;364;173;11/11/2023 19:00;137;1;295;1
2755738;Centric 2 bedroom flat St. Antoni HUTB009802;13166069;Eva;Eixample;Sant Antoni;4137862;216141;Entire home/apt;120;2;439;26/8/2024 19:00;349;1;107;60
2758050;Gracia Terrace;2439400;KeyBarcelona;Gràcia;la Vila de Gràcia;4140034;215985;Entire home/apt;204;1;113;22/8/2024 19:00;90;28;105;19
2760787;Apartamento en Poblenou;14120404;Richard And Alba;Sant Martí;el Poblenou;4139932;219699;Entire home/apt;180;2;402;13/8/2024 19:00;319;7;16;49
2761639;Affordable Flat in Poblenou;14120404;Richard And Alba;Sant Martí;el Poblenou;4139941;219677;Entire home/apt;110;2;306;26/8/2024 19:00;242;7;15;43
2761939;Private Room, Amazing location.;7866511;Emilio;Nou Barris;el Turó de la Peira;4143487;217144;Private room;30;32;66;27/6/2024 19:00;54;1;217;3
2762205;AMAZING APARTMENT IN GRACIA;14127750;Barbara;Gràcia;el Camp d'en Grassot i Gràcia Nova;4140411;216295;Entire home/apt;227;5;288;31/8/2024 19:00;231;1;24;38
2775642;CEILINGS OF MUSIC PALACE APARTMENT;612665;Oscar;Eixample;la Dreta de l'Eixample;4139015;217563;Entire home/apt;250;3;211;21/8/2024 19:00;169;4;103;14
2776901;Pelayo attic Deluxe H3-BCN54;2151490;Juan;Ciutat Vella;el Raval;4138541;216737;Entire home/apt;296;2;134;20/8/2024 19:00;106;6;10;34
2779738;Cozy & Renovated Flat / Sagrada Familia, Gracia;14216613;Arne;Eixample;la Dreta de l'Eixample;4140025;216663;Entire home/apt;246;1;407;7/8/2024 19:00;323;4;319;25
2781640;Lovely duplex penthouse in Gracia.;14227531;Claudio;Gràcia;la Vila de Gràcia;4140067;216412;Entire home/apt;194;3;328;25/8/2024 19:00;270;1;255;57
2786688;Modernist apartment, chic and calm;8621770;Cyril And Olivia;Eixample;Sant Antoni;4138122;216234;Entire home/apt;140;3;518;21/8/2024 19:00;412;1;142;57
2788377;Apartment next to the beach.;14262229;Javier;Sant Martí;el Poblenou;4140218;220839;Entire home/apt;171;3;354;22/8/2024 19:00;281;1;308;51
2788720;Best Deal ***  Best View ***;14262872;Andra;Eixample;la Sagrada Família;4140331;217478;Entire home/apt;273;2;585;1/9/2024 19:00;470;2;180;75
2791159;Comfort Terrace Design;1432835;Angel;Eixample;l'Antiga Esquerra de l'Eixample;4138684;21615;Entire home/apt;185;3;302;21/8/2024 19:00;244;45;67;42
3126493;Small room in Artist's house;762513;Marcela;Eixample;l'Antiga Esquerra de l'Eixample;4138878;216283;Private room;27;31;46;31/7/2024 19:00;40;4;248;6
3127809;Apartment For Rent Near Camp Nou;15884961;Enjoy;Sants-Montjuïc;Sants - Badal;4137447;21276;Entire home/apt;245;1;65;9/8/2024 19:00;52;6;98;5
3131114;+35Y ONLY| 3 BEDROOM APT | SAGRADA FAMILIA | ¤;299462;Stay U-Nique;Eixample;la Sagrada Família;414024;217192;Entire home/apt;162;3;276;3/9/2024 19:00;221;155;318;35
3144104;Luxury Apartment in the city center;6944520;Flor;Sants-Montjuïc;el Poble Sec;4137413;215844;Entire home/apt;215;1;827;3/9/2024 19:00;666;1;229;109
3161722;🍀Cute apartment at Sagrada Familia/Shared terrace;567180;Sandra;Eixample;la Sagrada Família;4140637;217444;Entire home/apt;279;2;64;16/8/2024 19:00;51;19;111;5
3162501;Cool & Hip Flat near the beach;9128708;Dany;Ciutat Vella;la Barceloneta;4138141;219176;Entire home/apt;92;31;47;7/7/2024 19:00;38;1;106;6
3163248;Amazing Music Palace with terrace;612665;Oscar;Eixample;la Dreta de l'Eixample;4139015;217552;Entire home/apt;286;3;264;10/8/2024 19:00;211;4;165;26
3163251;🌞NEW apt views Sagrada Familia / Shared terrace🌞;567180;Sandra;Eixample;la Sagrada Família;414066;217459;Entire home/apt;297;2;84;3/8/2024 19:00;69;19;96;7
3167271;Sagrada Familia Views: Premier Tourist Apartment;1029387;Andres;Eixample;la Sagrada Família;4140743;217423;Entire home/apt;234;2;355;2/9/2024 19:00;285;1;51;54
3170121;✨Amazing apt views Sagrada Familia/Shared terrace;567180;Sandra;Eixample;la Sagrada Família;414066;217459;Entire home/apt;265;2;38;27/8/2024 19:00;31;19;103;9
3172290;Central Apartment fo 5 guests (3 Bedrooms) G0;10380563;Tendency Apartments;Eixample;la Dreta de l'Eixample;4139407;217133;Entire home/apt;122;1;170;2/9/2024 19:00;160;40;100;41
3172525;Central Apartment fo 5 guests (3 Bedrooms) G5;10380563;Tendency Apartments;Eixample;la Dreta de l'Eixample;4139223;217017;Entire home/apt;118;1;167;19/8/2024 19:00;165;40;92;36
3172654;Central Apartment fo 5 guests (3 Bedrooms) G1;10380563;Tendency Apartments;Eixample;la Dreta de l'Eixample;4139325;21706;Entire home/apt;112;1;91;8/8/2024 19:00;86;40;74;34
3172803;Amazing apartment nr Plz Catalunya;16090312;Imene Rym;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4138836;217301;Entire home/apt;162;3;220;28/8/2024 19:00;181;1;257;18
3173002;Central Apartment fo 4 guests (2 Bedrooms) G2;10380563;Tendency Apartments;Eixample;la Dreta de l'Eixample;4139275;217133;Entire home/apt;108;1;105;28/8/2024 19:00;109;40;89;36
3173095;Central Apartment fo 4 guests (2 Bedrooms) G3;10380563;Tendency Apartments;Eixample;la Dreta de l'Eixample;4139424;217023;Entire home/apt;105;1;110;26/8/2024 19:00;113;40;97;44
3174089;Apartamento Barcelona Gracia;4864707;Rocío;Gràcia;la Vila de Gràcia;414052;216183;Entire home/apt;141;3;259;18/8/2024 19:00;208;3;68;38
3180085;Central Apartment fo 4 guests (2 Bedrooms) G4;10380563;Tendency Apartments;Eixample;la Dreta de l'Eixample;4139236;21712;Entire home/apt;109;1;148;28/8/2024 19:00;148;40;90;42
3180157;Central Luxury Penthouse 6 guests (3 Bedrooms) AG;10380563;Tendency Apartments;Eixample;la Dreta de l'Eixample;4139236;217143;Entire home/apt;172;1;77;25/8/2024 19:00;75;40;110;22
3184195;Homing Barcelona 101 - Apartment close to Camp Nou;15422937;Homing Places;Les Corts;la Maternitat i Sant Ramon;4137693;211535;Entire home/apt;236;1;147;1/6/2024 19:00;118;1;80;4
3187818;Autumn vibes on Diagonal/Sagrada F, Free Parking;16161952;Maria Fernanda;Eixample;el Fort Pienc;4139963;217392;Entire home/apt;399;3;193;25/7/2024 19:00;155;1;332;19
3188342;BORNE SANTA Mª DEL MAR, SUSTAINABLE WITH BALCONY;16163864;Jose Maria;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;413844;218229;Entire home/apt;290;2;237;4/9/2024 19:00;190;2;80;58
3189106;Market Suites;2320210;Ale, Maria & Arthur;Sant Martí;el Camp de l'Arpa del Clot;4140809;218491;Entire home/apt;193;1;77;3/9/2024 19:00;62;54;120;23
3189694;Cosy Renovated 1BD Smart TV Wi-Fi AC in Poblesec;510942439;Victoria;Sants-Montjuïc;el Poble Sec;4137357;216402;Entire home/apt;191;2;278;21/8/2024 19:00;254;18;327;49
3202973;Modern Sunlit Apartment in the Heart of Gracia!;12686518;Stefanie Y Joan;Gràcia;la Salut;4,1411E+16;2,15554E+16;Entire home/apt;89;4;9;31/5/2024 19:00;66;4;95;7
3212167;Perfect spot for your hollidays!!!;5021111;Paola;Sants-Montjuïc;el Poble Sec;4137323;216505;Entire home/apt;186;1;586;19/8/2024 19:00;474;1;300;68
3218014;Nice apartment CampNou Stadium FCB with Parking;6057270;Alex;Les Corts;la Maternitat i Sant Ramon;4137875;212467;Entire home/apt;126;3;351;23/8/2024 19:00;283;10;117;43
3218456;PL. ESPAÑA FANTASTIC APARTAMENT;16296537;Daniel;Eixample;la Nova Esquerra de l'Eixample;413767;215107;Entire home/apt;163;2;152;12/8/2024 19:00;123;2;50;23
3219190;Barcelona Terraza, Paseo de Gracia. Eixample.;4627509;Barbara;Eixample;l'Antiga Esquerra de l'Eixample;4138799;21608;Entire home/apt;269;3;474;19/8/2024 19:00;381;5;340;63
3041431;Nice room, perfect location;5897477;Ruth;Eixample;Sant Antoni;4138251;216178;Private room;50;32;156;2/4/2024 19:00;125;1;270;1
3045137;ESSÈNCIA DE BCN CASC ANTIC;3657456;Reyes;Ciutat Vella;el Barri Gòtic;41382933;2175467;Entire home/apt;300;3;455;23/8/2024 19:00;370;2;294;62
3046491;Villaroel · Modern flat in San Antoni;3399123;Eberhard&Aurélie@Es-Flats;Eixample;Sant Antoni;41381199;216166;Entire home/apt;169;1;240;24/8/2024 19:00;192;11;124;40
3081744;Room in Barcelona 3 people, cozy and sunny;15681396;Gabriela;Sant Martí;la Verneda i la Pau;4142177;220339;Private room;40;31;45;26/4/2022 19:00;36;3;363;0
3082152;Unforgettable attic with terrace;7906740;Angeles;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4140191;214581;Entire home/apt;110;2;609;1/9/2024 19:00;489;5;148;66
3082703;Apartment with terrace in Poble Sec;15685749;Montse;Sants-Montjuïc;el Poble Sec;4137438;216396;Entire home/apt;101;6;206;18/8/2024 19:00;165;1;121;21
3089510;Sun, good views and terrace!!!!;1141201;Ricard;Gràcia;la Vila de Gràcia;4140082;215955;Entire home/apt;170;3;437;3/9/2024 19:00;357;5;108;46
3097242;Apt for 3 people near Pl Catalunya MC;10380563;Tendency Apartments;Eixample;l'Antiga Esquerra de l'Eixample;4138677;216015;Entire home/apt;75;1;101;27/8/2024 19:00;114;40;109;26
3097333;Apt for 6 near Plaza Catalunya MD;10380563;Tendency Apartments;Eixample;l'Antiga Esquerra de l'Eixample;4138625;216023;Entire home/apt;65;1;163;29/7/2024 19:00;159;40;100;33
3097481;Apartment for 6 near Plaza Cataluna MB;10380563;Tendency Apartments;Eixample;l'Antiga Esquerra de l'Eixample;4138482;216199;Entire home/apt;112;1;79;10/8/2024 19:00;81;40;76;31
3097541;Apt for 4 people near Pl Catalunya MK;10380563;Tendency Apartments;Eixample;l'Antiga Esquerra de l'Eixample;4138642;216195;Entire home/apt;75;1;105;25/8/2024 19:00;119;40;108;41
3097665;Apt for 4 people near Pl Catalunya MF;10380563;Tendency Apartments;Eixample;l'Antiga Esquerra de l'Eixample;41385;216059;Entire home/apt;59;1;154;27/8/2024 19:00;176;40;103;41
3109814;Stunning 4bdr Modernist Apt. in Eixample;4212095;Elio / Wilken;Eixample;l'Antiga Esquerra de l'Eixample;4139288;215162;Entire home/apt;299;1;235;27/7/2024 19:00;189;33;66;20
3110029;Sweett | Charming 3BR near Plaza Catalunya;1405013;Midtown;Eixample;la Dreta de l'Eixample;4139207;217156;Entire home/apt;323;2;93;12/7/2024 19:00;90;12;182;29
3110443;Sweett | Spacious 3BR Apt. in the centre;1405013;Midtown;Eixample;la Dreta de l'Eixample;4139186;21715;Entire home/apt;334;2;114;21/8/2024 19:00;100;12;183;37
3110723;Sweet Inn | Family-friendly 3BR Apt. in the centre;1405013;Midtown;Eixample;la Dreta de l'Eixample;4139249;217202;Entire home/apt;249;2;63;2/6/2024 19:00;56;12;196;14
3117453;Beautiful apartment in Eixample;9478280;Simona & Pia;Eixample;la Dreta de l'Eixample;4139709;216962;Entire home/apt;206;1;121;9/7/2024 19:00;97;29;65;16
3118841;3 bed, sunny terrace, WiFi;15846191;Lucy;Sants-Montjuïc;el Poble Sec;4137144;216181;Entire home/apt;80;3;405;30/8/2024 19:00;326;1;2;53
3374176;Colorful Apartment with Private Leafy Balcony;4064440;En Ville;Eixample;Sant Antoni;4138184;216046;Entire home/apt;198;1;238;21/8/2024 19:00;194;15;283;33
3376510;BARCELONA | 1 BEDROOM APARTMENT ¦;299462;Stay U-Nique;Sants-Montjuïc;la Font de la Guatlla;4137227;214657;Entire home/apt;193;3;61;6/8/2024 19:00;87;155;322;12
3376885;charming flat in a comercial area;17036488;Pere;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4139715;214577;Entire home/apt;179;3;369;26/8/2024 19:00;299;2;341;52
3381495;Cozy double room!;1189048;Jana;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4139828;215061;Private room;35;31;99;4/12/2023 19:00;80;2;303;2
3385725;Amazing views of Sagrada Familia;17035919;Alfred;Eixample;la Sagrada Família;414046;217469;Entire home/apt;190;3;372;31/8/2024 19:00;308;1;4;59
3388218;Genuine, lightfull. Family friendly. Central;17094929;Merce & Jepis;Eixample;la Nova Esquerra de l'Eixample;4137736;214988;Entire home/apt;142;4;320;29/8/2024 19:00;259;1;125;42
3389920;Cute & lovely accomodation centre Bcn!;2301748;Lia;Sants-Montjuïc;el Poble Sec;4137346;216772;Entire home/apt;180;4;393;14/8/2024 19:00;318;1;19;17
3393502;Sunny Apartment Sagrada Familia 4;3815137;Jose Antonio;Eixample;la Dreta de l'Eixample;4139722;21748;Entire home/apt;191;2;228;28/8/2024 19:00;193;4;128;49
3393839;Sunny Apartment Sagrada Familia 5;3815137;Jose Antonio;Eixample;la Dreta de l'Eixample;4139684;217529;Entire home/apt;198;5;245;19/8/2024 19:00;205;4;113;34
3400569;HIDDEN GEM BY THE BEACH;17082106;Dario;Sant Martí;el Poblenou;4139896;220761;Entire home/apt;98;31;48;23/11/2023 19:00;39;2;272;1
3404528;Modernism&Luxury&Design in City Center;9024729;Sofia, Cristina I Josep;Eixample;Sant Antoni;4138347;216266;Entire home/apt;363;3;439;25/8/2024 19:00;356;3;105;49
3419405;NUEVO! EN LA PLAZA SAGRADA FAMILIA;1771095;Hans;Eixample;la Sagrada Família;4140242;217221;Entire home/apt;270;4;315;2/9/2024 19:00;254;2;177;25
3420035;Bed Superior Male Shared Room;3041368;Inder;Eixample;la Dreta de l'Eixample;4139154;217521;Shared room;46;1;131;18/6/2022 19:00;106;3;0;0
3427801;21PER1020 - Cozy apartment in Vila de Gracia;9400556;Loca Bcn;Gràcia;la Vila de Gràcia;4140277;215862;Entire home/apt;64;1;99;23/8/2024 19:00;264;81;205;49
3431107;La Rambla, Authentic and Comfortable.;6439746;Cristina;Ciutat Vella;el Barri Gòtic;4137776;21767;Private room;90;3;119;20/7/2024 19:00;97;1;322;2
3431564;Flat near Sagrada Familia and metro Hospital S Pau;17293819;Josefina;Sant Martí;el Camp de l'Arpa del Clot;4141169;217721;Entire home/apt;123;1;136;22/8/2024 19:00;120;1;156;18
3432115;Quiet flat in the heart of Gràcia;8449363;Eva;Gràcia;la Vila de Gràcia;4140078;21558;Private room;64;5;29;2/5/2024 19:00;24;1;12;1
3446011;Ático en centro de Barcelona;16740623;Efi Y Angelo;Ciutat Vella;el Barri Gòtic;4138197;21727;Entire home/apt;132;6;66;4/8/2024 19:00;53;1;296;7
3454239;BARCELONA | APT WITH 2 BALCONIES¦;299462;Stay U-Nique;Sants-Montjuïc;la Font de la Guatlla;4137225;214614;Entire home/apt;225;3;112;10/8/2024 19:00;156;155;310;26
3455148;Sunny room with private bathroom and balcony.;3183711;Nora;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4138693;217916;Private room;55;30;129;21/8/2023 19:00;105;1;205;0
3455823;Cozy and Sunny Apartment Close to Sagrada Familia;4979782;Marcos Y Sil;Eixample;la Sagrada Família;4140135;217605;Entire home/apt;194;5;428;25/7/2024 19:00;347;1;55;32
3474270;BARCELONA | 1 BEDROOM APT WITH BALCONY¦;299462;Stay U-Nique;Sants-Montjuïc;la Font de la Guatlla;4137239;214876;Entire home/apt;213;3;78;21/8/2024 19:00;101;155;309;15
3475121;BARCELONA | APT WITH TERRACE FOR 4¦;299462;Stay U-Nique;Sants-Montjuïc;la Font de la Guatlla;4137015;214715;Entire home/apt;196;3;52;1/9/2024 19:00;68;155;327;7
3480503;Beautiful home for families guests;17532317;Hospitality Apartment Management Sl;Eixample;Sant Antoni;4137898;215552;Entire home/apt;161;2;400;29/8/2024 19:00;327;7;241;60
3481102;Triple or Double Bedroom;3041368;Inder;Eixample;la Dreta de l'Eixample;4139264;217332;Private room;176;1;23;28/1/2024 19:00;29;3;103;2
3481808;Apat. close to Sagrada Familia;71615;Mireia  Maria;Eixample;la Sagrada Família;4140452;21786;Entire home/apt;178;1;38;11/8/2024 19:00;32;28;82;10
3484819;Luxury & Stylish - Paseo de Gracia;16891380;Josep;Eixample;la Dreta de l'Eixample;4139068;216571;Entire home/apt;703;1;393;31/8/2024 19:00;318;7;310;31
3485918;Artist's House in Pl Universitat;762513;Marcela;Eixample;l'Antiga Esquerra de l'Eixample;4138891;216086;Private room;35;31;29;22/11/2023 19:00;25;4;271;2
3486077;Sagrada Familia view in BCN center;16891380;Josep;Eixample;la Dreta de l'Eixample;4139496;217163;Entire home/apt;237;1;405;1/9/2024 19:00;327;7;322;27
3491072;AMAZING 3 BEDRMS APARTMENT BIG TERRACE CITY CENTER;12522831;Rosa Y Nicolas;Eixample;la Nova Esquerra de l'Eixample;4137954;215089;Entire home/apt;231;7;265;16/8/2024 19:00;215;2;322;26
3491453;ELEGANCE : Apartamento de diseño.;3601196;Mar;Eixample;la Sagrada Família;4140893;21727;Entire home/apt;234;3;102;20/8/2024 19:00;83;1;282;15
3495408;Apartment for groups near Sagrada Familia;71615;Mireia  Maria;Eixample;la Sagrada Família;414023;217181;Entire home/apt;157;1;14;23/6/2024 19:00;19;28;82;3
3496538;Mia Park Güell-Habitación  con Balcón;6611013;Maria;Gràcia;Vallcarca i els Penitents;4140875;214848;Private room;28;32;45;27/7/2024 19:00;39;2;285;2
3496888;Marina;9937293;Mercé;Eixample;el Fort Pienc;4139617;218315;Entire home/apt;271;2;351;27/8/2024 19:00;288;3;83;35
3501634;LOVELY LOFT- ATTIC &TERRACE, GRACIA;17630005;Xavi & Luna;Gràcia;la Vila de Gràcia;4140599;21605;Entire home/apt;197;5;356;22/8/2024 19:00;288;2;98;35
3502018;Unbeatable location next las ramblas;3744544;Marta+Paul;Eixample;la Dreta de l'Eixample;4138715;217021;Entire home/apt;170;3;205;20/8/2024 19:00;170;34;305;41
3505203;Penthouse in Barcelona with amazing sunny terrace;10037079;Judith;Sant Martí;el Parc i la Llacuna del Poblenou;4139267;218632;Entire home/apt;203;3;205;21/8/2024 19:00;166;2;308;42
3507362;ACÀCIES - 3;9937293;Mercé;Sant Andreu;el Congrés i els Indians;4142693;217847;Entire home/apt;140;2;84;14/8/2024 19:00;86;3;31;22
3508191;ACACIES 1;9937293;Mercé;Sant Andreu;el Congrés i els Indians;4142662;217842;Entire home/apt;140;2;52;2/9/2024 19:00;44;3;36;12
3512999;1.  Central Apartment - Ramblas Port Fira Montjuic;17688149;Ana;Sants-Montjuïc;el Poble Sec;4,13733E+16;2,17212E+16;Entire home/apt;200;3;409;17/8/2024 19:00;332;3;115;46
3525106;Romantic Apartment with Terrace (52) HUTB: 004806;17751441;Oswald;Eixample;Sant Antoni;413843;216255;Entire home/apt;265;4;126;26/7/2024 19:00;112;13;227;24
3528944;Large Apartment in La Rambla;2108468;Pau;Ciutat Vella;el Raval;4137956;217431;Entire home/apt;469;1;57;9/7/2024 19:00;47;8;66;10
3535864;100% RECOMENDED. GOOD HOST. WALK EVERYWHERE. WIFI;8843962;Eduard;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4138833;217489;Entire home/apt;184;3;696;30/8/2024 19:00;570;5;334;75
3536663;Cozy apartment near Sagrada Familia;2009899;Goldy;Sant Martí;el Camp de l'Arpa del Clot;4141132;218168;Entire home/apt;126;3;200;20/8/2024 19:00;163;1;299;15
3539908;Quiet and sunny apartment;17820109;Mo;Gràcia;la Vila de Gràcia;4140109;216401;Entire home/apt;74;2;470;14/8/2024 19:00;382;1;120;63
3556913;Urban Town Suites II;2320210;Ale, Maria & Arthur;Sarrià-Sant Gervasi;el Putxet i el Farró;4140378;214242;Entire home/apt;191;1;57;1/9/2024 19:00;54;54;105;22
3559666;Porta Santa Madrona;6809870;Sara;Ciutat Vella;el Raval;4137483;217504;Entire home/apt;131;3;390;12/8/2024 19:00;321;2;17;57
3561658;Apartamento familiar en la Sagrada Familia.;11657346;Oriol;Eixample;la Sagrada Família;4140808;217097;Entire home/apt;165;3;389;20/8/2024 19:00;315;6;94;48
3567044;Barcelona Vila Olímpica Playa;15944590;Paco;Sant Martí;la Vila Olímpica del Poblenou;4138925;219557;Entire home/apt;390;4;145;22/7/2024 19:00;119;2;355;11
3567993;ROMANTIC Apartment WIFI in center;6166581;Koni;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4138871;217348;Entire home/apt;160;3;580;18/8/2024 19:00;479;4;144;56
3586637;Nice home on a great place;6709450;Alessandro;Gràcia;la Vila de Gràcia;4140469;2162;Entire home/apt;188;3;357;25/8/2024 19:00;290;4;136;41
3588409;Stylish Designer Pad;7209763;Mike;Sants-Montjuïc;el Poble Sec;4137231;216638;Entire home/apt;249;4;364;15/8/2024 19:00;301;4;47;35
3590912;AMIGO- JUNTO A TURO PARC- 3 habitaciones;2337603;Rosa;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4139442;214575;Entire home/apt;268;4;44;19/8/2024 19:00;40;4;139;24
3604142;Tucson Suites I;2320210;Ale, Maria & Arthur;Eixample;la Sagrada Família;4140608;217166;Entire home/apt;227;1;112;4/9/2024 19:00;99;54;122;31
3634081;Sunny and quiet double room+Balcony+ONLY LONG TERM;17731552;Carlos;Sant Martí;Provençals del Poblenou;4141232;219899;Private room;28;31;215;29/7/2024 19:00;175;2;67;3
3636416;CENTRAL & BEAUTIFUL APARTMENT / BCN;18338538;Vanina;Sants-Montjuïc;el Poble Sec;413742;216904;Entire home/apt;189;3;373;25/8/2024 19:00;305;1;319;50
3644157;"Authentic & Artistic ""L'auberge Espagnole""";12808705;Helena;Ciutat Vella;el Raval;4137934;217087;Private room;98;3;271;31/8/2024 19:00;239;2;112;20
3221997;Light and cozy apartment in Poble-sec;7066746;Francisco Y Sonia;Sants-Montjuïc;el Poble Sec;4137397;216742;Entire home/apt;146;3;465;15/8/2024 19:00;376;1;317;22
3228173;104. Books 5 Apartment;396363;Alcam Apartments;Eixample;Sant Antoni;4137734;216273;Entire home/apt;94;1;26;20/8/2024 19:00;24;68;302;17
3228260;108. Vila Olimpica Apartment;396363;Alcam Apartments;Sant Martí;la Vila Olímpica del Poblenou;4139151;219992;Entire home/apt;149;1;30;28/7/2024 19:00;24;68;175;6
3232397;AB Passeig de Gràcia Corsega;4459553;AB Apartment Barcelona;Eixample;l'Antiga Esquerra de l'Eixample;4139445;215518;Entire home/apt;230;1;71;18/7/2024 19:00;88;191;312;3
3235517;Bright and spacious 3bed/3bath in Sant Gervasi;299462;Stay U-Nique;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4139803;214792;Entire home/apt;148;3;184;3/9/2024 19:00;148;155;313;20
3236923;Pintor 3 · Big apartment with a lovely terrace;9478280;Simona & Pia;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4138294;218575;Entire home/apt;322;1;172;23/7/2024 19:00;141;29;233;22
3242608;Bright 2 DB + 2 BTH in BCN Centre;1744516;Silvia & Luís;Eixample;la Dreta de l'Eixample;4139779;217419;Entire home/apt;267;3;45;28/6/2024 19:00;36;39;56;15
3243398;The bArceloft (Barcelona licensed apartment );10044989;Vincent;Sants-Montjuïc;el Poble Sec;4137387;216647;Entire home/apt;100;5;193;9/8/2024 19:00;211;21;10;30
3246212;Double room in Barcelona for 2 people;15681396;Gabriela;Sant Martí;la Verneda i la Pau;4142155;220317;Private room;85;31;24;20/6/2022 19:00;20;3;363;0
3250179;Charming & Bright, 2 baths;953719;Julia;Eixample;Sant Antoni;4138015;216264;Entire home/apt;74;32;10;1/8/2024 19:00;8;2;249;1
3255204;Cozy apartment in center of Gràcia/Rent for months;2590119;David;Gràcia;la Vila de Gràcia;4140208;215737;Entire home/apt;47;90;22;21/5/2024 19:00;19;1;137;1
3255276;STYLISH FLAT IN THE CENTER OF BCN;7741370;Alba;Eixample;Sant Antoni;4137731;215819;Entire home/apt;154;3;386;7/8/2024 19:00;310;1;59;37
3257033;The Claris Suites I;2320210;Ale, Maria & Arthur;Eixample;la Dreta de l'Eixample;4139515;216415;Entire home/apt;309;1;60;28/8/2024 19:00;71;54;111;23
3259447;Lovely apartment in La Barceloneta near the beach;15329885;Mariateresa;Ciutat Vella;la Barceloneta;4,13791E+16;2,18827E+16;Entire home/apt;50;179;2;10/6/2024 19:00;2;1;63;1
